wall_time,sim_time,symbol,last_price,last_size,trade_detected,vwap,mid,bar_close,macd_line,signal_line,histogram
2026-04-02T14:38:02.197709,2025-04-10 09:55:49,IBM,231.3200,1,0,231.3390,231.3150,,,,
2026-04-02T14:38:03.202095,2025-04-10 09:55:50,IBM,231.3200,1,0,231.3390,231.3150,,,,
2026-04-02T14:38:04.226258,2025-04-10 09:55:51,IBM,231.3200,1,0,231.3390,231.3150,,,,
2026-04-02T14:38:05.274897,2025-04-10 09:55:52,IBM,231.3200,1,0,231.3390,231.3150,231.3150,-0.019963,-0.053351,0.033388
2026-04-02T14:38:06.247971,2025-04-10 09:55:53,IBM,231.3200,1,0,231.3390,231.3150,,,,
2026-04-02T14:38:07.252184,2025-04-10 09:55:54,IBM,231.3200,1,0,231.3390,231.3150,,,,
2026-04-02T14:38:08.250227,2025-04-10 09:55:55,IBM,231.2000,1,1,231.3388,231.3150,,,,
2026-04-02T14:38:09.255883,2025-04-10 09:55:56,IBM,231.2000,1,0,231.3388,231.3150,,,,
2026-04-02T14:38:10.272681,2025-04-10 09:55:57,IBM,231.1400,1,1,231.3384,231.1200,231.1200,-0.025927,-0.047866,0.021940
2026-04-02T14:38:11.273862,2025-04-10 09:55:58,IBM,231.1400,1,0,231.3384,231.1200,,,,
2026-04-02T14:38:12.264189,2025-04-10 09:55:59,IBM,230.9700,5,1,231.3352,231.0950,,,,
2026-04-02T14:38:13.269668,2025-04-10 09:56:00,IBM,230.9700,5,0,231.3352,231.0950,,,,
2026-04-02T14:38:14.270279,2025-04-10 09:56:01,IBM,231.1000,1,1,231.3348,231.0950,,,,
2026-04-02T14:38:15.275042,2025-04-10 09:56:02,IBM,231.1000,1,0,231.3348,231.0950,231.0950,-0.032297,-0.044752,0.012455
2026-04-02T14:38:16.279830,2025-04-10 09:56:03,IBM,231.1000,1,0,231.3348,231.0950,,,,
2026-04-02T14:38:17.280139,2025-04-10 09:56:04,IBM,231.1000,1,0,231.3348,231.1050,,,,
2026-04-02T14:38:18.288375,2025-04-10 09:56:05,IBM,231.1100,1,1,231.3344,231.1050,,,,
2026-04-02T14:38:19.304919,2025-04-10 09:56:06,IBM,231.0700,1,1,231.3340,231.0950,,,,
2026-04-02T14:38:20.336228,2025-04-10 09:56:08,IBM,230.9700,1,1,231.3334,231.0650,231.0650,-0.039314,-0.043665,0.004351
2026-04-02T14:38:21.315167,2025-04-10 09:56:09,IBM,230.9200,1,1,231.3326,231.0550,,,,
2026-04-02T14:38:22.314907,2025-04-10 09:56:10,IBM,230.9200,1,0,231.3326,231.0600,,,,
2026-04-02T14:38:23.444169,2025-04-10 09:56:10,IBM,230.9200,1,0,231.3326,231.0600,,,,
2026-04-02T14:38:24.605792,2025-04-10 09:56:12,IBM,231.0600,2,1,231.3317,231.0600,,,,
2026-04-02T14:38:25.535491,2025-04-10 09:56:13,IBM,231.2400,1,1,231.3316,231.1150,231.1150,-0.040374,-0.043007,0.002632
2026-04-02T14:38:26.554578,2025-04-10 09:56:14,IBM,231.2400,1,0,231.3316,231.1150,,,,
2026-04-02T14:38:27.543935,2025-04-10 09:56:15,IBM,231.2400,1,0,231.3316,231.1200,,,,
2026-04-02T14:38:28.546838,2025-04-10 09:56:16,IBM,231.2400,1,0,231.3316,231.1200,,,,
2026-04-02T14:38:29.555444,2025-04-10 09:56:17,IBM,231.2800,1,1,231.3315,231.2350,,,,
2026-04-02T14:38:30.554605,2025-04-10 09:56:18,IBM,231.3500,1,1,231.3315,231.2850,231.2850,-0.027184,-0.039842,0.012658
2026-04-02T14:38:31.559921,2025-04-10 09:56:19,IBM,231.3500,1,0,231.3315,231.2850,,,,
2026-04-02T14:38:32.563258,2025-04-10 09:56:20,IBM,231.2900,1,1,231.3314,231.2850,,,,
2026-04-02T14:38:33.565099,2025-04-10 09:56:21,IBM,231.2900,1,0,231.3314,231.2850,,,,
2026-04-02T14:38:34.573170,2025-04-10 09:56:22,IBM,231.2900,1,0,231.3314,231.2850,,,,
2026-04-02T14:38:35.574061,2025-04-10 09:56:23,IBM,231.2900,1,0,231.3314,231.2850,231.2850,-0.016540,-0.035182,0.018642
2026-04-02T14:38:36.575519,2025-04-10 09:56:24,IBM,231.1300,1,1,231.3311,231.1900,,,,
2026-04-02T14:38:37.582702,2025-04-10 09:56:25,IBM,231.1100,1,1,231.3307,231.1900,,,,
2026-04-02T14:38:38.604436,2025-04-10 09:56:26,IBM,231.1900,1,1,231.3305,231.1900,,,,
2026-04-02T14:38:39.600019,2025-04-10 09:56:27,IBM,231.1900,1,0,231.3305,231.1900,,,,
2026-04-02T14:38:40.603159,2025-04-10 09:56:28,IBM,231.1900,1,0,231.3305,231.1900,231.1900,-0.015590,-0.031263,0.015673
2026-04-02T14:38:41.602228,2025-04-10 09:56:29,IBM,231.1900,1,0,231.3305,231.1850,,,,
2026-04-02T14:38:42.609013,2025-04-10 09:56:30,IBM,231.1900,1,0,231.3305,231.1800,,,,
2026-04-02T14:38:43.611013,2025-04-10 09:56:31,IBM,231.1900,1,0,231.3305,231.1900,,,,
2026-04-02T14:38:44.612418,2025-04-10 09:56:32,IBM,231.1900,1,0,231.3305,231.1750,,,,
2026-04-02T14:38:45.625984,2025-04-10 09:56:33,IBM,231.0200,2,1,231.3294,231.1750,231.1750,-0.015865,-0.028184,0.012319
2026-04-02T14:38:46.655479,2025-04-10 09:56:34,IBM,231.0200,2,0,231.3294,231.1750,,,,
2026-04-02T14:38:47.654192,2025-04-10 09:56:35,IBM,231.1800,1,1,231.3292,231.1750,,,,
2026-04-02T14:38:48.644055,2025-04-10 09:56:36,IBM,231.1800,1,0,231.3292,231.1750,,,,
2026-04-02T14:38:49.647973,2025-04-10 09:56:37,IBM,231.1800,1,0,231.3292,231.1750,,,,
2026-04-02T14:38:50.681638,2025-04-10 09:56:38,IBM,231.1800,1,0,231.3292,231.1800,231.1800,-0.015501,-0.025647,0.010146
2026-04-02T14:38:51.650794,2025-04-10 09:56:39,IBM,231.1800,1,0,231.3292,231.1800,,,,
2026-04-02T14:38:52.675658,2025-04-10 09:56:40,IBM,231.1800,1,0,231.3292,231.1800,,,,
2026-04-02T14:38:53.654034,2025-04-10 09:56:41,IBM,231.1800,1,0,231.3292,231.1800,,,,
